run_id,sample_id,supervision_pair_id,capture_type,scene_id,experiment_id,project_id,manual_label,automatic_label,dataset_split,valid,quality_flag,quality_gate_enabled,quality_gate_passed,mixture_consistency_residual_db_max,mixture_consistency_correlation_min,mixture_consistency_metrics_json,supervision_quality_metrics,supervision_ready,capture_strategy,shared_hardware_clock,target_mixture_sample_aligned,interferer_mixture_sample_aligned,supervision_contract,repetition,target_source,interferer_source,target_source_sha256,interferer_source_sha256,duration_s,sample_rate_hz,microphone_channels,target_output_channel,interferer_output_channel,target_level_dbfs,interferer_level_dbfs,room_id,artificial_head_id,headset_model_id,headset_unit_id,wearing_id,boom_pose_id,microphone_map_json,capture_profile,task_type,array_id,array_coordinate_system,array_reference_point,array_reference_channel,array_geometry_sha256,array_geometry_json,physical_capture_group_id,split_group_id,speaker_id,utterance_id,noise_id,noise_class,target_source_id,target_position_id,target_azimuth_deg,target_elevation_deg,target_height_m,target_distance_m,interferer_source_id,interferer_position_id,interferer_azimuth_deg,interferer_elevation_deg,interferer_height_m,interferer_distance_m,ambient_recording,target_recording,interferer_recording,mixture_recording,target_playback,interferer_playback,mixture_playback,paired_sequence_recording,paired_sequence_playback,segment_layout,target_segment_start_sample,mixture_segment_start_sample,metrics_files,metadata_json,notes
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0001_target_01_interferer_01_rep001,simulated_closed_loop_10_pairs__verify10_0001_target_01_interferer_01_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0001_target_01_interferer_01,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_01.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_01.wav,5e32bc39d285fa14a0927cce2e9602a3cad999ad02e6ed9f4a018acb5172f43f,17ad838dd45af9e01d1ac429ae8af8d1d34d805cf401a4f75a07fd7705fbe1e8,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0001_rep_001_target_only_mics.wav,,raw/sample_0001_rep_001_mixture_mics.wav,references/sample_0001_rep_001_target_only_playback.wav,,references/sample_0001_rep_001_mixture_playback.wav,raw/sample_0001_rep_001_paired_sequence_mics.wav,references/sample_0001_rep_001_paired_sequence_playback.wav,metrics/sample_0001_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0001_rep_001_target_only.json"",""mixture"":""metrics/sample_0001_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0002_target_02_interferer_02_rep001,simulated_closed_loop_10_pairs__verify10_0002_target_02_interferer_02_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0002_target_02_interferer_02,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_02.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_02.wav,5a722ab0f91f85b638f37ec052a315eb09618132d7ce021dc4f42cc73b98cd79,c94e36f2ba8313ac94e832f5048fb8eab7ed294aa2e6fd996b14b186e168e628,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0002_rep_001_target_only_mics.wav,,raw/sample_0002_rep_001_mixture_mics.wav,references/sample_0002_rep_001_target_only_playback.wav,,references/sample_0002_rep_001_mixture_playback.wav,raw/sample_0002_rep_001_paired_sequence_mics.wav,references/sample_0002_rep_001_paired_sequence_playback.wav,metrics/sample_0002_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0002_rep_001_target_only.json"",""mixture"":""metrics/sample_0002_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0003_target_03_interferer_03_rep001,simulated_closed_loop_10_pairs__verify10_0003_target_03_interferer_03_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0003_target_03_interferer_03,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_03.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_03.wav,a37f11d873a05efbd7411cba0200afd9ceb66ddea20a7ee17affa2e9e3f14eef,4f1af2598325d976d10ca666c2cb303c80389ae32a1bab1cd4d6bc92cd49a537,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0003_rep_001_target_only_mics.wav,,raw/sample_0003_rep_001_mixture_mics.wav,references/sample_0003_rep_001_target_only_playback.wav,,references/sample_0003_rep_001_mixture_playback.wav,raw/sample_0003_rep_001_paired_sequence_mics.wav,references/sample_0003_rep_001_paired_sequence_playback.wav,metrics/sample_0003_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0003_rep_001_target_only.json"",""mixture"":""metrics/sample_0003_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0004_target_04_interferer_04_rep001,simulated_closed_loop_10_pairs__verify10_0004_target_04_interferer_04_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0004_target_04_interferer_04,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_04.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_04.wav,871df0a418ba3ccfaa77988e44a4262aa07be61403a3915859342227c5bbce83,9151be4645971ddb5ab6797f13c51225ee4bf4429e8fa99c9ebcedde7c795dd6,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0004_rep_001_target_only_mics.wav,,raw/sample_0004_rep_001_mixture_mics.wav,references/sample_0004_rep_001_target_only_playback.wav,,references/sample_0004_rep_001_mixture_playback.wav,raw/sample_0004_rep_001_paired_sequence_mics.wav,references/sample_0004_rep_001_paired_sequence_playback.wav,metrics/sample_0004_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0004_rep_001_target_only.json"",""mixture"":""metrics/sample_0004_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0005_target_05_interferer_05_rep001,simulated_closed_loop_10_pairs__verify10_0005_target_05_interferer_05_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0005_target_05_interferer_05,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_05.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_05.wav,8f7e121d33927e30832f422bfdf54ba8ef47b3b9b90868808fa472f61d729734,0ede1e4b61213f1e454e0037d495e520c6ababea9dff8f2fbb3a4255fd771d3b,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0005_rep_001_target_only_mics.wav,,raw/sample_0005_rep_001_mixture_mics.wav,references/sample_0005_rep_001_target_only_playback.wav,,references/sample_0005_rep_001_mixture_playback.wav,raw/sample_0005_rep_001_paired_sequence_mics.wav,references/sample_0005_rep_001_paired_sequence_playback.wav,metrics/sample_0005_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0005_rep_001_target_only.json"",""mixture"":""metrics/sample_0005_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0006_target_06_interferer_06_rep001,simulated_closed_loop_10_pairs__verify10_0006_target_06_interferer_06_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0006_target_06_interferer_06,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_06.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_06.wav,4922c4fcf08ef3944ef886326ac7cfc690b0095aef4645e0138b47bfb071a769,a360e85be6ceea8808483920495f02cf77dfc70fa743f48347ced3a957d1fb49,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0006_rep_001_target_only_mics.wav,,raw/sample_0006_rep_001_mixture_mics.wav,references/sample_0006_rep_001_target_only_playback.wav,,references/sample_0006_rep_001_mixture_playback.wav,raw/sample_0006_rep_001_paired_sequence_mics.wav,references/sample_0006_rep_001_paired_sequence_playback.wav,metrics/sample_0006_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0006_rep_001_target_only.json"",""mixture"":""metrics/sample_0006_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0007_target_07_interferer_07_rep001,simulated_closed_loop_10_pairs__verify10_0007_target_07_interferer_07_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0007_target_07_interferer_07,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_07.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_07.wav,5a86fd572408bc0736e7b88eb290699d569780709963d8f23d31fa50a9d5a5c7,500f6136a981006757916c187f6c75bdeff6e66e27aad291c515ba0939bb96f1,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0007_rep_001_target_only_mics.wav,,raw/sample_0007_rep_001_mixture_mics.wav,references/sample_0007_rep_001_target_only_playback.wav,,references/sample_0007_rep_001_mixture_playback.wav,raw/sample_0007_rep_001_paired_sequence_mics.wav,references/sample_0007_rep_001_paired_sequence_playback.wav,metrics/sample_0007_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0007_rep_001_target_only.json"",""mixture"":""metrics/sample_0007_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0008_target_08_interferer_08_rep001,simulated_closed_loop_10_pairs__verify10_0008_target_08_interferer_08_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0008_target_08_interferer_08,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_08.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_08.wav,e8b4d3a97ca6ec387dda61e8be17d798217c51d963f14d0410d090d7d05ac11e,76bf51e624a186b2e4770cadff6e6a9465d39f8fc4439a1758f8295f2a8555c0,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0008_rep_001_target_only_mics.wav,,raw/sample_0008_rep_001_mixture_mics.wav,references/sample_0008_rep_001_target_only_playback.wav,,references/sample_0008_rep_001_mixture_playback.wav,raw/sample_0008_rep_001_paired_sequence_mics.wav,references/sample_0008_rep_001_paired_sequence_playback.wav,metrics/sample_0008_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0008_rep_001_target_only.json"",""mixture"":""metrics/sample_0008_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0009_target_09_interferer_09_rep001,simulated_closed_loop_10_pairs__verify10_0009_target_09_interferer_09_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0009_target_09_interferer_09,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_09.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_09.wav,c02c79ffb0e2d95d492b1c041dfcb3d9e3bcbabe8c866ef6ea2aff4bdb5b4e4a,f483a9521c017c4a0f9220edcc29bd11f8c83667957dfd95351eef2125d2534c,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0009_rep_001_target_only_mics.wav,,raw/sample_0009_rep_001_mixture_mics.wav,references/sample_0009_rep_001_target_only_playback.wav,,references/sample_0009_rep_001_mixture_playback.wav,raw/sample_0009_rep_001_paired_sequence_mics.wav,references/sample_0009_rep_001_paired_sequence_playback.wav,metrics/sample_0009_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0009_rep_001_target_only.json"",""mixture"":""metrics/sample_0009_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
20260812_224312_ten_pair_closed_loop_scene,simulated_closed_loop_10_pairs__verify10_0010_target_10_interferer_10_rep001,simulated_closed_loop_10_pairs__verify10_0010_target_10_interferer_10_rep001,supervised_pair,simulated_closed_loop_10_pairs,simulated_closed_loop_10_pairs,verify_ten_supervised_pairs,,verify10_0010_target_10_interferer_10,train,是,通过,否,未启用,,,{},,是,single_stream_paired_sequence,是,是,否,same_source_samples+single_continuous_full_duplex_stream,1,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\target\target_10.wav,E:\Code_Github\Tools-main\Tools-main\python_acoustic_capture\verification_10_pairs\sources\interferer\interferer_10.wav,6fc3919e93292c6c650dda3f6df7f21bb5c1ba393a15945f157e87e6383e640e,72de4e4d2d9c956dbcbd2e6dccb420a156e2461b0125d762f073b85c9e2f514a,0.32,16000,"1,2",1,2,-18.0,-18.0,,simulator,,simulator_headset,fixed,fixed,{},standard,,,,,,,{},|simulator|simulator_headset|fixed|fixed,|simulator|simulator_headset|fixed|fixed,,,,,simulated_mouth,front,,,,,simulated_interferer,right,,,,,,raw/sample_0010_rep_001_target_only_mics.wav,,raw/sample_0010_rep_001_mixture_mics.wav,references/sample_0010_rep_001_target_only_playback.wav,,references/sample_0010_rep_001_mixture_playback.wav,raw/sample_0010_rep_001_paired_sequence_mics.wav,references/sample_0010_rep_001_paired_sequence_playback.wav,metrics/sample_0010_rep_001_paired_sequence_layout.json,400,5920,"{""target_only"":""metrics/sample_0010_rep_001_target_only.json"",""mixture"":""metrics/sample_0010_rep_001_mixture.json""}","{""project_id"":""verify_ten_supervised_pairs"",""scene_id"":""simulated_closed_loop_10_pairs"",""experiment_id"":""simulated_closed_loop_10_pairs"",""artificial_head_id"":""simulator"",""headset_unit_id"":""simulator_headset"",""wearing_id"":""fixed"",""boom_pose_id"":""fixed"",""target"":{""source_id"":""simulated_mouth"",""position_id"":""front""},""interferer"":{""source_id"":""simulated_interferer"",""position_id"":""right""}}",
